player_tag,clan_tag,country,expLevel,trophies,arena_id,arena_name
#V2LUJ8VR9,#R2GVPGJL,Turkey,29,5059,54000012.0,Miner's Mine
#20VY8YVCJV,#R2RCGR99,Turkey,14,1300,54000005.0,Builder's Workshop
#200R2P2JQ8,#R2RCGR99,Turkey,14,1232,54000004.0,Spell Valley
#VQCC0JJQV,#GQ0VYJPJ,Turkey,42,7647,54000017.0,Boot Camp
#Y9YPQ0VGQ,#GQ0VYJPJ,Turkey,32,5616,54000013.0,Executioner's Kitchen
#QC0RR20QC,#R8Y0RVLQ,Turkey,50,9343,54000020.0,Valkalla
#CU0QVG2UC,#R8Y0RVLQ,Turkey,36,7188,54000016.0,Dragon Spa
#QLP2JJPLQ,#R8Y0RVLQ,Turkey,35,6962,54000015.0,Silent Sanctuary
#YQ0P8L88Y,#R8Y0RVLQ,Turkey,23,3002,54000007.0,Hog Mountain
#VQ9PURCUG,#R8Y0RVLQ,Turkey,11,1857,54000006.0,P.E.K.K.A's Playhouse
#V2C29QJ2R,#GY9QVRGY,Turkey,25,3985,54000011.0,Spooky Town
#UVCCY8RRG,#GY9QVRGY,Turkey,20,2030,54000008.0,Royal Arena
#VJVJ0GJVJ,#RCCJ0J0P,Turkey,40,7593,54000017.0,Boot Camp
#VPQVLCCPY,#RCCJ0J0P,Turkey,23,2887,54000010.0,Jungle Arena
#2U0Y02V8P,#GYVLQ8RJ,Turkey,36,7120,54000016.0,Dragon Spa
#VCC98QG20,#GYVLQ8RJ,Turkey,27,3435,54000024.0,Electro Valley
#VYJJ2CU99,#GYVLQ8RJ,Turkey,23,2713,54000010.0,Jungle Arena
#2008C0UVQQ,#RUVGVPLV,Turkey,15,1754,54000006.0,P.E.K.K.A's Playhouse
#VYJVYP0GP,#RUVGVPLV,Turkey,12,1600,54000006.0,P.E.K.K.A's Playhouse
#RRY09GRGG,#RUQVLQ2P,Turkey,24,3462,54000024.0,Electro Valley
#C8QGYGRGU,#GL8L800P,Turkey,25,3837,54000011.0,Spooky Town
#20JYYP280C,#GL8L800P,Turkey,15,1596,54000005.0,Builder's Workshop
#200J0UC29V,#GV8GQ82R,Turkey,30,5127,54000012.0,Miner's Mine
#V2R8C2LRP,#GV8GQ82R,Turkey,30,4810,54000056.0,Serenity Peak
#2089GJR2RP,#GV8GQ82R,Turkey,26,4024,54000011.0,Spooky Town
#V8U2GYQUR,#GV8GQ82R,Turkey,26,2608,54000010.0,Jungle Arena
#UVVYQJJC9,#GV8GQ82R,Turkey,9,1061,54000004.0,Spell Valley
#PUPC0V8C9,#GVQ09QPL,Turkey,30,6238,54000014.0,Royal Crypt
#QPVUQ80LU,#GVQ09QPL,Turkey,31,5207,54000012.0,Miner's Mine
#CLGCYLUUQ,#GVQ09QPL,Turkey,12,1502,54000005.0,Builder's Workshop
#20JUV2C9RQ,#J0RU2LPQ,Turkey,11,1076,54000004.0,Spell Valley
#VLG0JR9UP,#J0RU2LPQ,Turkey,8,1000,54000004.0,Spell Valley
#20UUVUYPQQ,#J0RU2LPQ,Turkey,1,61,54000001.0,Goblin Stadium
#8C0LPGLU0,#GL8VQCJ2,Turkey,42,8700,54000019.0,PANCAKES!
#9UJPJLG08,#GL8VQCJ2,Turkey,43,7705,54000017.0,Boot Camp
#CJRYL9Y89,#GL8VQCJ2,Turkey,42,7230,54000016.0,Dragon Spa
#UCVR2LLG8,#GL8VQCJ2,Turkey,38,7105,54000016.0,Dragon Spa
#R0ULVJL9C,#GL8VQCJ2,Turkey,35,6228,54000014.0,Royal Crypt
#VCJLJ0RLQ,#GL8VQCJ2,Turkey,30,5341,54000012.0,Miner's Mine
#209UC08Q9U,#GL8VQCJ2,Turkey,28,5084,54000012.0,Miner's Mine
#JP22UCLUQ,#GL8VQCJ2,Turkey,27,4810,54000056.0,Serenity Peak
#J9UG8CYVR,#GL8VQCJ2,Turkey,25,4156,54000011.0,Spooky Town
#20UC89CPRJ,#GL8VQCJ2,Turkey,20,2754,54000010.0,Jungle Arena
#VVVJ2UJPV,#GL8VQCJ2,Turkey,17,2000,54000008.0,Royal Arena
#V88VV9VL9,#GVQQPQ2G,Turkey,38,7303,54000016.0,Dragon Spa
#UCYU2J9P8,#GVQQPQ2G,Turkey,37,6417,54000014.0,Royal Crypt
#UV088PPVV,#GVQQPQ2G,Turkey,30,5580,54000013.0,Executioner's Kitchen
#VU0VGJJQG,#GVQQPQ2G,Turkey,29,5001,54000012.0,Miner's Mine
#VPC0Q028Y,#GVQQPQ2G,Turkey,25,4047,54000011.0,Spooky Town
#VPJ2LC98L,#GVQQPQ2G,Turkey,26,3698,54000024.0,Electro Valley
#200G9QUYCY,#GVQQPQ2G,Turkey,25,3433,54000024.0,Electro Valley
#CUPPJ0JPL,#GVQQPQ2G,Turkey,26,2927,54000010.0,Jungle Arena
#CVVR9CRGQ,#GVQQPQ2G,Turkey,22,2563,54000009.0,Frozen Peak
#V8CRLRGC2,#GVQQPQ2G,Turkey,22,2421,54000009.0,Frozen Peak
#JGVLYVCRP,#GVQQPQ2G,Turkey,22,2367,54000009.0,Frozen Peak
#VPQUCGVQR,#GVQQPQ2G,Turkey,20,2180,54000008.0,Royal Arena
#VURRLLLVV,#GVQQPQ2G,Turkey,18,1907,54000006.0,P.E.K.K.A's Playhouse
#C8C9JCVY,#QR2L0JQR,Turkey,57,9779,54000031.0,Legendary Arena
#V8RGYR028,#QR2L0JQR,Turkey,22,2300,54000009.0,Frozen Peak
#VYLV0LU98,#QR2L0JQR,Turkey,6,485,54000002.0,Bone Pit
#VYRRGLC8J,#QR2L0JQR,Turkey,3,215,54000001.0,Goblin Stadium
#V8U8R2QCL,#QR2L0JQR,Turkey,1,30,54000001.0,Goblin Stadium
#LVPGLJR8U,#QR2L0JQR,Turkey,32,4758,54000056.0,Serenity Peak
#JU0QPCJ9P,#G0CUL2JC,Turkey,42,9031,54000020.0,Valkalla
#V2P80CJY0,#G0CUL2JC,Turkey,19,2119,54000008.0,Royal Arena
#UYVPQYL99,#GRPL20PC,Turkey,49,9182,54000020.0,Valkalla
#GYYUQU9JV,#GRPL20PC,Turkey,39,7646,54000017.0,Boot Camp
#LU0UGGPP9,#GRPL20PC,Turkey,36,7321,54000016.0,Dragon Spa
#Q08QPRLPR,#GRPL20PC,Turkey,36,6182,54000014.0,Royal Crypt
#VURCLUYQG,#GRPL20PC,Turkey,26,3738,54000024.0,Electro Valley
#20Y2VGCUGP,#GRPL20PC,Turkey,27,3889,54000011.0,Spooky Town
#202R2URVQQ,#GQU0PY9P,Turkey,57,10000,54000031.0,Legendary Arena
#GJV8QGR2L,#GQU0PY9P,Turkey,62,10000,54000031.0,Legendary Arena
#GGVL9P2UR,#GQU0PY9P,Turkey,67,10000,54000031.0,Legendary Arena
#JCQPC020,#GQU0PY9P,Turkey,54,10000,54000031.0,Legendary Arena
#JC0PYPRJ,#GQU0PY9P,Turkey,54,10000,54000031.0,Legendary Arena
#200L2UQY9J,#GQU0PY9P,Turkey,52,10000,54000031.0,Legendary Arena
#9YLLCUUPR,#GQU0PY9P,Turkey,49,9561,54000031.0,Legendary Arena
#LUG9V9PQY,#GQU0PY9P,Turkey,47,9560,54000031.0,Legendary Arena
#29J2U2JJ,#GQU0PY9P,Turkey,52,9380,54000020.0,Valkalla
#V99U09U09,#GQU0PY9P,Turkey,44,9131,54000020.0,Valkalla
#9QPG9JYLQ,#GQU0PY9P,Turkey,39,9061,54000020.0,Valkalla
#88YQV2CG,#GQU0PY9P,Turkey,38,8530,54000019.0,PANCAKES!
#YG0992QU,#GQU0PY9P,Turkey,38,7698,54000017.0,Boot Camp
#9G0GUYCY,#GQU0PY9P,Turkey,41,7451,54000016.0,Dragon Spa
#202V90URYJ,#GQU0PY9P,Turkey,37,7253,54000016.0,Dragon Spa
#20800LPQJU,#GQU0PY9P,Turkey,29,5501,54000013.0,Executioner's Kitchen
#L8QG0VY9U,#GLUV89RY,Turkey,55,10000,54000031.0,Legendary Arena
#PRQPRQ20L,#GLUV89RY,Turkey,53,10000,54000031.0,Legendary Arena
#J2QLYPRJR,#GLUV89RY,Turkey,38,7939,54000017.0,Boot Camp
#8RCJJLG2J,#GLUV89RY,Turkey,38,7590,54000017.0,Boot Camp
#20290QPUQG,#GLUV89RY,Turkey,34,5924,54000013.0,Executioner's Kitchen
#20L2UPVL9R,#GLUV89RY,Turkey,23,3898,54000011.0,Spooky Town
#VL2GVR9PQ,#GLUV89RY,Turkey,26,3526,54000024.0,Electro Valley
#VYYQ9CJLU,#GLUV89RY,Turkey,22,3400,54000024.0,Electro Valley
#VV0VYG090,#GLUV89RY,Turkey,25,3308,54000007.0,Hog Mountain
#9PGV0V2JQ,#GLUV89RY,Turkey,28,3133,54000007.0,Hog Mountain
#UUJVULYLP,#GLUV89RY,Turkey,23,3132,54000007.0,Hog Mountain
#V9Y2CURPG,#GLUV89RY,Turkey,25,3090,54000007.0,Hog Mountain
#929JPLL09,#GLUV89RY,Turkey,15,1718,54000006.0,P.E.K.K.A's Playhouse
#VLCCL0LVY,#GLUV89RY,Turkey,13,1154,54000004.0,Spell Valley
#UUUC8LR2C,#RL9VJPGG,Turkey,35,5321,54000012.0,Miner's Mine
#20LRUC08P0,#RL9VJPGG,Turkey,29,3443,54000024.0,Electro Valley
#U8QPCURC9,#J0J9PGPQ,Turkey,39,8143,54000018.0,Clash Fest
#2JC2V90GC,#J0J9PGPQ,Turkey,45,7762,54000017.0,Boot Camp
#20QC800LJL,#J0J9PGPQ,Turkey,33,6095,54000014.0,Royal Crypt
#L20C8P8GC,#J0J9PGPQ,Turkey,28,4612,54000056.0,Serenity Peak
#RLYP2UUGV,#QVCY8JY8,Turkey,55,10000,54000031.0,Legendary Arena
#2L22PYR90,#QVCY8JY8,Turkey,64,10000,54000031.0,Legendary Arena
#20JGGUJV8,#QVCY8JY8,Turkey,59,10000,54000031.0,Legendary Arena
#CR2Y00LLR,#QVCY8JY8,Turkey,58,10000,54000031.0,Legendary Arena
#YRUJ8Q8P0,#QVCY8JY8,Turkey,53,10000,54000031.0,Legendary Arena
#LP8VYR90,#QVCY8JY8,Turkey,55,10000,54000031.0,Legendary Arena
#C99CUPYVU,#QVCY8JY8,Turkey,58,10000,54000031.0,Legendary Arena
#2JCQCGCG0,#QVCY8JY8,Turkey,53,10000,54000031.0,Legendary Arena
#8JJGQPP99,#QVCY8JY8,Turkey,66,10000,54000031.0,Legendary Arena
#LP8VR9RCY,#QVCY8JY8,Turkey,58,10000,54000031.0,Legendary Arena
#CC822VCYJ,#QVCY8JY8,Turkey,57,10000,54000031.0,Legendary Arena
#R2LR8P0YV,#QVCY8JY8,Turkey,45,10000,54000031.0,Legendary Arena
#PQ0LCQCV,#QVCY8JY8,Turkey,73,10000,54000031.0,Legendary Arena
#88LVQVP,#QVCY8JY8,Turkey,50,10000,54000031.0,Legendary Arena
#GU9UYYPL,#QVCY8JY8,Turkey,47,10000,54000031.0,Legendary Arena
#YQPGUC9CP,#QVCY8JY8,Turkey,50,10000,54000031.0,Legendary Arena
#VQYCPUQJ8,#QVCY8JY8,Turkey,61,10000,54000031.0,Legendary Arena
#9Y8YPPYC,#QVCY8JY8,Turkey,53,10000,54000031.0,Legendary Arena
#RJ89L2CRU,#QVCY8JY8,Turkey,60,10000,54000031.0,Legendary Arena
#UV09YRVL9,#QVCY8JY8,Turkey,68,10000,54000031.0,Legendary Arena
#8RVRCJQLL,#QVCY8JY8,Turkey,57,10000,54000031.0,Legendary Arena
#9L8P289PG,#QVCY8JY8,Turkey,57,10000,54000031.0,Legendary Arena
#UUYJLRYGU,#QVCY8JY8,Turkey,60,10000,54000031.0,Legendary Arena
#92YLCL2R,#QVCY8JY8,Turkey,44,10000,54000031.0,Legendary Arena
#89VY8GV99,#QVCY8JY8,Turkey,53,10000,54000031.0,Legendary Arena
#R2JG8QQU8,#QVCY8JY8,Turkey,51,10000,54000031.0,Legendary Arena
#YRLVVP9UR,#QVCY8JY8,Turkey,47,10000,54000031.0,Legendary Arena
#GCR9YPPLV,#QVCY8JY8,Turkey,50,10000,54000031.0,Legendary Arena
#RGPR0C0PG,#QVCY8JY8,Turkey,52,10000,54000031.0,Legendary Arena
#RURULPRR,#QVCY8JY8,Turkey,54,10000,54000031.0,Legendary Arena
#RYQJGCPV2,#QVCY8JY8,Turkey,51,10000,54000031.0,Legendary Arena
#YQ08QL0Y,#QVCY8JY8,Turkey,54,10000,54000031.0,Legendary Arena
#YULU02JV8,#QVCY8JY8,Turkey,48,9763,54000031.0,Legendary Arena
#9Y9YCVYJY,#QVCY8JY8,Turkey,48,9684,54000031.0,Legendary Arena
#P899LQ90L,#QVCY8JY8,Turkey,51,9668,54000031.0,Legendary Arena
#URPC8JVV8,#QVCY8JY8,Turkey,52,9567,54000031.0,Legendary Arena
#LUQ9RPRLG,#QVCY8JY8,Turkey,48,9330,54000020.0,Valkalla
#R0UL2L9Y2,#QVCY8JY8,Turkey,44,9133,54000020.0,Valkalla
#8LPQVRQG2,#QVCY8JY8,Turkey,52,9110,54000020.0,Valkalla
#YRP0C9JV,#QVCY8JY8,Turkey,41,8736,54000019.0,PANCAKES!
#PRLVYGJ02,#QVCY8JY8,Turkey,42,8701,54000019.0,PANCAKES!
#2J0LYLLC9,#QVCY8JY8,Turkey,43,8424,54000018.0,Clash Fest
#2J0L2J9YC,#QVCY8JY8,Turkey,39,8226,54000018.0,Clash Fest
#UG2QU28V0,#QVCY8JY8,Turkey,47,8037,54000018.0,Clash Fest
#200PJCCGUV,#QVCY8JY8,Turkey,38,7705,54000017.0,Boot Camp
#U0PYVJ8PU,#QVCY8JY8,Turkey,37,7691,54000017.0,Boot Camp
#LPCV8P89,#QVCY8JY8,Turkey,52,7590,54000017.0,Boot Camp
#JPQUYVPP9,#QVCY8JY8,Turkey,39,7356,54000016.0,Dragon Spa
#2RPYVCUYY,#QVCY8JY8,Turkey,33,6076,54000014.0,Royal Crypt
#V09QC0RVJ,#GPRCCRVG,Turkey,34,6221,54000014.0,Royal Crypt
#UPRVQ9280,#GP2UJU0R,Turkey,55,10000,54000031.0,Legendary Arena
#PYVUV8VJ8,#GP2UJU0R,Turkey,57,10000,54000031.0,Legendary Arena
#L2GJURUGG,#GP2UJU0R,Turkey,50,10000,54000031.0,Legendary Arena
#JJ9R0PRUG,#GP2UJU0R,Turkey,47,8623,54000019.0,PANCAKES!
#V0YUVQ0QC,#GPR9PYPC,Turkey,32,4748,54000056.0,Serenity Peak
#V9YCRU0GL,#GPR9PYPC,Turkey,28,4472,54000055.0,Rascal's Hideout
#V9200LLU,#QPVCVLCJ,Turkey,41,7436,54000016.0,Dragon Spa
#CGGYV99GU,#QPVCVLCJ,Turkey,35,7012,54000016.0,Dragon Spa
#UVYCYL2YP,#RUQU8Q00,Turkey,25,3006,54000007.0,Hog Mountain
#V9G0URPP2,#RUQU8Q00,Turkey,12,1390,54000005.0,Builder's Workshop
#VCGYQC9JV,#GL89U8GR,Turkey,31,4843,54000056.0,Serenity Peak
#VL9UC9R2Q,#GL89U8GR,Turkey,22,3000,54000007.0,Hog Mountain
#PVUUV92G9,#RRR0UCR0,Turkey,57,10000,54000031.0,Legendary Arena
#LGPUGQJQ0,#RRR0UCR0,Turkey,48,8343,54000018.0,Clash Fest
#2V208J8C2,#RRR0UCR0,Turkey,35,6777,54000015.0,Silent Sanctuary
#20YJGQQL2J,#RRR0UCR0,Turkey,34,6232,54000014.0,Royal Crypt
#VUP0J02VQ,#GC09LCGY,Turkey,28,3254,54000007.0,Hog Mountain
#V0LQJQCQ8,#GC09LCGY,Turkey,24,2070,54000008.0,Royal Arena
#G82P20U0,#R0UG082U,Turkey,39,8610,54000019.0,PANCAKES!
#CU002CRPR,#R0UG082U,Turkey,23,4014,54000011.0,Spooky Town
#20PQVCYQLG,#R0UG082U,Turkey,13,1556,54000005.0,Builder's Workshop
#288ULGLYR,#RJGGU8J0,Turkey,35,7212,54000016.0,Dragon Spa
#UCLQ990C2,#RJGGU8J0,Turkey,20,1728,54000006.0,P.E.K.K.A's Playhouse
#P2GP8LJ2G,#RUU29R28,Turkey,39,8397,54000018.0,Clash Fest
#CVVRLG0G2,#RUU29R28,Turkey,31,5846,54000013.0,Executioner's Kitchen
#2UVLVYYYP,#RUU29R28,Turkey,26,5000,54000012.0,Miner's Mine
#UP0RJCQY9,#GYQ9YCQU,Turkey,25,3000,54000007.0,Hog Mountain
#20URCV2J8P,#GYQ9YCQU,Turkey,10,1061,54000004.0,Spell Valley
#YVJRPVQY2,#GYQ9YCQU,Turkey,8,784,54000003.0,Barbarian Bowl
#R9JVCC0G,#GPQ0VRCV,Turkey,26,6065,54000014.0,Royal Crypt
#20CV90PR0C,#GPQ0VRCV,Turkey,19,1581,54000005.0,Builder's Workshop
#20C9U2CVGU,#GCVYQ0CR,Turkey,24,3323,54000007.0,Hog Mountain
#20L2L2J2CR,#GCVYQ0CR,Turkey,21,2829,54000010.0,Jungle Arena
#98GPQUJU,#GRUUP89C,Turkey,36,6733,54000015.0,Silent Sanctuary
#UVP20VVL2,#GRUUP89C,Turkey,26,3668,54000024.0,Electro Valley
#V8RLGLGCQ,#GYC2YYVR,Turkey,59,10000,54000031.0,Legendary Arena
#P9LC0YCRR,#GYC2YYVR,Turkey,54,10000,54000031.0,Legendary Arena
#VC0CJUVG,#GYC2YYVR,Turkey,61,10000,54000031.0,Legendary Arena
#QUL0LLCR9,#GYC2YYVR,Turkey,47,10000,54000031.0,Legendary Arena
#92VQQ99PJ,#GYC2YYVR,Turkey,50,9574,54000031.0,Legendary Arena
#2UP9GVL00,#GYC2YYVR,Turkey,49,9561,54000031.0,Legendary Arena
#JQPGLY0RJ,#GYC2YYVR,Turkey,43,9325,54000020.0,Valkalla
#2GVV00LJ,#GYC2YYVR,Turkey,43,9052,54000020.0,Valkalla
#V8C8YJV9G,#GYC2YYVR,Turkey,51,9021,54000020.0,Valkalla
#JVLR9J8YV,#GYC2YYVR,Turkey,44,8888,54000019.0,PANCAKES!
#QY080C00U,#GYC2YYVR,Turkey,44,8686,54000019.0,PANCAKES!
#RJ2JGP88G,#GYC2YYVR,Turkey,47,8632,54000019.0,PANCAKES!
#RYL8V0L0R,#GYC2YYVR,Turkey,39,8248,54000018.0,Clash Fest
#VQPCVCU2Y,#GYC2YYVR,Turkey,43,8204,54000018.0,Clash Fest
#8GJUJ92J9,#GYC2YYVR,Turkey,41,8000,54000018.0,Clash Fest
#UPQPGYGCG,#GYC2YYVR,Turkey,35,7913,54000017.0,Boot Camp
#20URG8PL0,#GYC2YYVR,Turkey,39,7783,54000017.0,Boot Camp
#VRYYYGCJV,#GYC2YYVR,Turkey,44,7744,54000017.0,Boot Camp
#G8RURUP8,#GYC2YYVR,Turkey,38,7724,54000017.0,Boot Camp
#VJRLYUVVL,#GYC2YYVR,Turkey,37,7686,54000017.0,Boot Camp
#LQGLPG2RP,#GYC2YYVR,Turkey,41,7684,54000017.0,Boot Camp
#C99UYQY8R,#GYC2YYVR,Turkey,38,7673,54000017.0,Boot Camp
#G8022Q2LU,#GYC2YYVR,Turkey,36,7649,54000017.0,Boot Camp
#UVL8LVGGV,#GYC2YYVR,Turkey,37,7621,54000017.0,Boot Camp
#JURJP9C9C,#GYC2YYVR,Turkey,34,7617,54000017.0,Boot Camp
#ULC2UP280,#GYC2YYVR,Turkey,38,7582,54000017.0,Boot Camp
#C80U0CJ0U,#GYC2YYVR,Turkey,38,7530,54000017.0,Boot Camp
#PJJYRQUR2,#GYC2YYVR,Turkey,38,7530,54000017.0,Boot Camp
#CQ2C8PLPY,#GYC2YYVR,Turkey,38,7352,54000016.0,Dragon Spa
#VGVVVJC8P,#GYC2YYVR,Turkey,39,7322,54000016.0,Dragon Spa
#22JVLQC,#GYC2YYVR,Turkey,36,7319,54000016.0,Dragon Spa
#2GLUVR8YG,#GYC2YYVR,Turkey,34,7298,54000016.0,Dragon Spa
#J8RLYJQCJ,#GYC2YYVR,Turkey,37,7244,54000016.0,Dragon Spa
#GYG8GVJ,#GYC2YYVR,Turkey,38,7242,54000016.0,Dragon Spa
#VUV9G92L,#GYC2YYVR,Turkey,31,7238,54000016.0,Dragon Spa
#VCQJUCUY8,#GYC2YYVR,Turkey,37,7181,54000016.0,Dragon Spa
#20P8QJ2U02,#GYC2YYVR,Turkey,41,7165,54000016.0,Dragon Spa
#9L8QRCQJ0,#GYC2YYVR,Turkey,40,7156,54000016.0,Dragon Spa
#VV2PVU98C,#GYC2YYVR,Turkey,36,7084,54000016.0,Dragon Spa
#20L8RQQU8R,#GYC2YYVR,Turkey,38,7064,54000016.0,Dragon Spa
#V9VRGQLY2,#GYC2YYVR,Turkey,32,6908,54000015.0,Silent Sanctuary
#GLVJ99220,#GYC2YYVR,Turkey,38,6832,54000015.0,Silent Sanctuary
#2GR2QV2RG,#GYC2YYVR,Turkey,32,6824,54000015.0,Silent Sanctuary
#JY8JG2QVG,#GYC2YYVR,Turkey,36,6725,54000015.0,Silent Sanctuary
#20L92VUYY2,#GYC2YYVR,Turkey,33,6686,54000015.0,Silent Sanctuary
#C8GYGQ2QR,#GYC2YYVR,Turkey,37,6679,54000015.0,Silent Sanctuary
#GP2CPJ9G8,#GYC2YYVR,Turkey,34,6636,54000015.0,Silent Sanctuary
#P9R90URY2,#GYC2YYVR,Turkey,35,6150,54000014.0,Royal Crypt
#RVYV8P020,#GYC2YYVR,Turkey,32,5099,54000012.0,Miner's Mine
#VYRGYG0Y8,#GYC2YYVR,Turkey,26,4784,54000056.0,Serenity Peak
#V2VCGPGU,#G9YCL9CG,Turkey,39,8062,54000018.0,Clash Fest
#8V89QJ8J,#G9YCL9CG,Turkey,39,7771,54000017.0,Boot Camp
#VQ2LVVQRV,#G9YCL9CG,Turkey,27,6177,54000014.0,Royal Crypt
#UV8VRR9L9,#G9YCL9CG,Turkey,29,5310,54000012.0,Miner's Mine
#VQL8LVURV,#G82G8CL9,Turkey,36,7299,54000016.0,Dragon Spa
#V8UYCQR2U,#G82G8CL9,Turkey,30,4383,54000055.0,Rascal's Hideout
#GCJG9QR2,#GQPR2YVJ,Turkey,52,10000,54000031.0,Legendary Arena
#9GPY2YY0,#GQPR2YVJ,Turkey,41,9266,54000020.0,Valkalla
#YGQC2Q0VP,#GQPR2YVJ,Turkey,40,8241,54000018.0,Clash Fest
#GLYLYJJP,#GQPR2YVJ,Turkey,44,8049,54000018.0,Clash Fest
#892VPJULL,#GQPR2YVJ,Turkey,36,7205,54000016.0,Dragon Spa
#VRRV0QCRR,#GQQJCVVP,Turkey,34,6318,54000014.0,Royal Crypt
#PJ02GGQCG,#GQQJCVVP,Turkey,24,3234,54000007.0,Hog Mountain
#V8R8UR20Q,#GQQJCVVP,Turkey,24,2830,54000010.0,Jungle Arena
#UV2PCU800,#RUCVQG28,Turkey,38,6591,54000015.0,Silent Sanctuary
#PP2220QRJ,#RUCVQG28,Turkey,36,6169,54000014.0,Royal Crypt
#CPGRGPGUL,#RUCVQG28,Turkey,36,5860,54000013.0,Executioner's Kitchen
#200P82U8PP,#RUCVQG28,Turkey,21,2661,54000010.0,Jungle Arena
#UUUQG8LG2,#GJY9VUJ0,Turkey,36,7230,54000016.0,Dragon Spa
#VLRYYPG92,#GJY9VUJ0,Turkey,34,5168,54000012.0,Miner's Mine
#V0UPRP8JU,#GJY9VUJ0,Turkey,28,4200,54000055.0,Rascal's Hideout
#200LJJR8L0,#GJY9VUJ0,Turkey,24,3000,54000007.0,Hog Mountain
#RGUJ99Y82,#G0YYC2VP,Turkey,51,10000,54000031.0,Legendary Arena
#JYULJ9YVL,#G0YYC2VP,Turkey,48,10000,54000031.0,Legendary Arena
#VG2GL9C08,#G0YYC2VP,Turkey,43,10000,54000031.0,Legendary Arena
#R2QUR28U,#G0YYC2VP,Turkey,52,10000,54000031.0,Legendary Arena
#8LQJGY0RU,#G0YYC2VP,Turkey,50,10000,54000031.0,Legendary Arena
#YUGGQ8YLY,#G0YYC2VP,Turkey,60,10000,54000031.0,Legendary Arena
#QG8L0LLR2,#G0YYC2VP,Turkey,49,10000,54000031.0,Legendary Arena
#CQJJURYQ2,#G0YYC2VP,Turkey,45,10000,54000031.0,Legendary Arena
#Y2LC2U280,#G0YYC2VP,Turkey,47,9689,54000031.0,Legendary Arena
#Q0PQ8UYG0,#G0YYC2VP,Turkey,44,9531,54000031.0,Legendary Arena
#PGJUU9YGQ,#G0YYC2VP,Turkey,43,9030,54000020.0,Valkalla
#JLLGP2UG0,#G0YYC2VP,Turkey,39,8227,54000018.0,Clash Fest
#JJ0JRVPQJ,#G0YYC2VP,Turkey,44,7796,54000017.0,Boot Camp
#P2VURQRYP,#G0YYC2VP,Turkey,38,7299,54000016.0,Dragon Spa
#9VP8U9Y9L,#G0YYC2VP,Turkey,35,7155,54000016.0,Dragon Spa
#PC29PPUQR,#G0YYC2VP,Turkey,34,6964,54000015.0,Silent Sanctuary
#20QJCRGLCV,#G0YYC2VP,Turkey,34,6714,54000015.0,Silent Sanctuary
#UCC22C8R9,#G0YYC2VP,Turkey,34,6346,54000014.0,Royal Crypt
#V2PQRV2UU,#G0YYC2VP,Turkey,33,6159,54000014.0,Royal Crypt
#22GLRLYU2,#GPJ2R20G,Turkey,39,8138,54000018.0,Clash Fest
#U9C0JGUYQ,#GPJ2R20G,Turkey,31,5148,54000012.0,Miner's Mine
#U0822JVG9,#RJJ02UJ2,Turkey,32,5396,54000012.0,Miner's Mine
#YQ2LJPL2G,#RJJ02UJ2,Turkey,28,4344,54000055.0,Rascal's Hideout
#VP89LUCJ0,#RJJ02UJ2,Turkey,22,2691,54000010.0,Jungle Arena
#208J8PLYRY,#RJJ02UJ2,Turkey,19,2224,54000008.0,Royal Arena
#VQJUPL9VR,#GJQ0P0CL,Turkey,38,7067,54000016.0,Dragon Spa
#CJCCV22QR,#GJQ0P0CL,Turkey,39,7057,54000016.0,Dragon Spa
#CJR2GYL9U,#GJQ0P0CL,Turkey,36,6626,54000015.0,Silent Sanctuary
#20GRJV8UVC,#GJQ0P0CL,Turkey,33,5925,54000013.0,Executioner's Kitchen
#202YY8UJCY,#GJQ0P0CL,Turkey,34,5810,54000013.0,Executioner's Kitchen
#VULJCL28Y,#GJQ0P0CL,Turkey,32,5151,54000012.0,Miner's Mine
#V2GCP9GLU,#GJQ0P0CL,Turkey,21,2143,54000008.0,Royal Arena
#V8VPGP9U2,#GJQ0P0CL,Turkey,19,1697,54000006.0,P.E.K.K.A's Playhouse
#QP0CJJ9Q2,#GV0UR88R,Turkey,44,9824,54000031.0,Legendary Arena
#VVPYJJQ8L,#GV0UR88R,Turkey,36,6556,54000015.0,Silent Sanctuary
#VVY9YV2Q9,#GV0UR88R,Turkey,36,6508,54000015.0,Silent Sanctuary
#VCPV0YQY2,#GV0UR88R,Turkey,15,1301,54000005.0,Builder's Workshop
#VPGQ0ULUC,#J0CJ0298,Turkey,23,2600,54000010.0,Jungle Arena
#VL0LLR8G9,#J0CJ0298,Turkey,17,1630,54000006.0,P.E.K.K.A's Playhouse
#20LQUY2Y29,#J0CJ0298,Turkey,10,1390,54000005.0,Builder's Workshop
#CU98VYJU,#RURV8RCJ,Turkey,37,7029,54000016.0,Dragon Spa
#CYPQYR0CC,#RURV8RCJ,Turkey,32,6011,54000014.0,Royal Crypt
#2098J0UPUV,#RURV8RCJ,Turkey,31,4394,54000055.0,Rascal's Hideout
#V09URLV0Q,#RURV8RCJ,Turkey,17,1883,54000006.0,P.E.K.K.A's Playhouse
#VGYY2YUCR,#GQPUGVQ8,Turkey,16,1402,54000005.0,Builder's Workshop
#VYC09RV8U,#GQPUGVQ8,Turkey,12,1062,54000004.0,Spell Valley
#VPLJYCC99,#GYVU999L,Turkey,27,4103,54000011.0,Spooky Town
